organismo,proveedor,monto,fecha_licitacion,fecha_adjudicacion,objeto_licitacion,estado,dias_adjudicacion
BANCO DE LA REPÚBLICA DEL URUGUAY,SPATZNER BOGDANOWICZ EDUARDO JOSEPH,3993444.0,,2025-08-27,R/212477220017,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS,MONACO MARIA JULIA Y D ALBORA RIVAS RICARDO DANIEL,1360000.0,,2025-02-01,R/100850990013,ACTIVE,
DIRECCIÓN GENERAL DE REGISTROS,SOTELO SILVA ALEJANDRO GABRIEL,700000.0,,2025-12-11,R/150477380010,ACTIVE,
JUNTA DEPARTAMENTAL DE MONTEVIDEO,I S A LTDA,15014240.0,,2025-05-29,R/212475090019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,HIERROMAT S A,46260.0,,2025-11-06,R/210000110019,ACTIVE,
DIR.NAL. DE REC.ACUÁTICOS(EX-INAPE),SIEMBRASUR S A,,,2025-10-14,R/213258960013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SILVA DE ARMAS CRISTIAN ERNESTO,3580000.0,,2025-09-26,R/219557740014,ACTIVE,
COMANDO GENERAL DE LA ARMADA,BASILE LORENZO MARTIN ALEJANDRO,4268156.0,,2025-10-16,R/217377970015,ACTIVE,
DIRECCIÓN GENERAL DE RECURSOS NATURALES RENOVABLES,VALENZUELA PEREZ ANA LAURA,40000.0,,2025-08-19,R/050181440012,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,CAPELINA SOCIEDAD ANONIMA,924553.0,,2025-05-07,R/213255980013,ACTIVE,
JEFATURA DE POLICÍA DE ARTIGAS,MIDARMA SAS,15000.0,,2025-11-25,R/219139890010,ACTIVE,
JEFATURA DE POLICÍA DE TACUAREMBÓ,LERAN S A,141393.0,,2025-03-31,R/211419380017,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,BARRACA STAUDINGER S R L,31557377.0,,2025-03-31,R/060031070012,ACTIVE,
INTENDENCIA DE CANELONES,RILSER S A,740.0,,2025-04-25,R/214543920014,ACTIVE,
HOSPITAL DEL CERRO,PAPELCUR SOCIEDAD ANONIMA,23720.0,,2025-09-02,R/214874940012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SELAFER SOCIEDAD ANONIMA,64000.0,,2025-02-27,R/215439120013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA DE TRABAJO CONSTRUCTORES UNIDOS,6118400.0,,2025-12-18,R/218084630014,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL LITORAL NORTE,ADAMOLI SA,1724640.0,,2025-02-06,R/210126430012,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,CORPORACION DE OMNIBUS S A,72072726.0,,2025-12-19,R/090008860012,ACTIVE,
CENTRO AUXILIAR DE ROSARIO,REACTIVOS DEL URUGUAY SOCIEDAD ANONIMA,592400.0,,2025-04-02,R/210997120010,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,ADIUM URUGUAY SOCIEDAD ANONIMA,13432878.0,,2025-05-08,R/211455890011,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,GASTROCLINICA S.R.L.,211660.0,,2025-12-15,R/213506820011,ACTIVE,
INTENDENCIA DE COLONIA,FERREIRA TARDAGUILA DIEGO,103120.0,,2025-06-06,R/216873390015,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,VK IMPORT LTDA,253636.0,,2025-06-27,R/213966900019,ACTIVE,
DIRECCIÓN GENERAL DE LOS SERVICIOS,,,2025-04-21,,COMPRA DIRECTA 22/2025,,
INTENDENCIA DE MONTEVIDEO,ANDUEZA SOSA ALISON NATALIE,120000.0,,2025-09-25,R/218930230014,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,LUBRICENTRO COLONIA SRL,586066.0,,2025-07-14,R/100856920017,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,MACEDO MADORMO DARIO,94425574.0,,2025-11-16,R/217032490019,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,DELLA MEA GADEA STEFANIA,474410.0,,2024-02-08,R/180211960017,ACTIVE,
DIRECCIÓN NACIONAL DE HIDROGRAFÍA,GUARAGLIA MOURIÑO NICOLAS DANIEL,4.0939321664e+16,,2025-04-23,R/040495520011,ACTIVE,
DIRECCIÓN DE EDUCACIÓN,SABITUR SOCIEDAD ANONIMA,10081966.0,,2025-10-03,R/215107680018,ACTIVE,
CONTADURÍA GENERAL DE LA NACIÓN,TELEMARKET LTDA,151639.0,,2025-05-13,R/210043380018,ACTIVE,
HOSPITAL MACIEL,MARQUEZ IGARZABAL DANIEL HUMBERTO,2058000.0,,2025-02-10,R/216278590011,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,BERGANTIÑOS S EN C POR A,1532787.0,,2025-01-13,R/210320620018,ACTIVE,
JEFATURA DE POLICÍA DE SAN JOSÉ,MIRANDA NIEVA HUGO ARIEL,250000.0,,2025-08-18,R/170037600017,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,CUENCA SORIA MAXIMILIANO JOSE,45163934.0,,2025-01-13,R/070211190013,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,CENTRO URUGUAYO DE IMAGENOLOGIA MOLECULAR,716000.0,,2025-09-08,R/216137350014,ACTIVE,
INTENDENCIA DE CANELONES,FAJARDO BECERRA MARIA PAULA,3050000.0,,2025-01-09,R/218436080015,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,INSTITUTO NACIONAL DE LOGISTICA,60000.0,,2025-09-04,R/216732010011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ROGLIA ALVAREZ ROBERT FERNANDO,3580000.0,,2025-09-26,R/219038710017,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,GUERREROS RODRIGUEZ MATIAS EDGARDO,14400000.0,,2025-11-20,R/216838760014,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,MEGA 6 S A,1498080.0,,2025-01-02,R/212009650012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,BRIENSIL SOCIEDAD ANONIMA,1655000.0,,2025-02-11,R/212132400010,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS,MECALUX URUGUAY S.A.,18483300.0,,2024-12-03,R/216738710015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,NEVOTECH S.A,196730.0,,2025-09-08,R/214927530018,ACTIVE,
INSTITUTO URUGUAYO DE METEOROLOGIA INUMET,IRAZUSTA MARZIOTTE FERNANDO,85000.0,,2025-02-03,R/213283090019,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,CHAPPUIS QUEIROS MARIANA GRACIELA,24590163934.0,,2025-09-23,R/216421980019,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,AUTOMECANICA SINACORE SOCIEDAD ANONIMA,9410.0,,2025-09-03,R/211150730010,ACTIVE,
FACULTAD DE MEDICINA,GUNTER SCHAAF SOCIEDAD ANONIMA,31500.0,,2025-11-26,R/211371480017,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,BIANCHI BIANCHI MARTIN FEDERICO,375000.0,,2024-06-28,R/040225140011,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,VICO ROMANO PABLO,2154818.0,,2025-12-03,R/215905260016,ACTIVE,
INSTITUTO URUGUAYO DE METEOROLOGIA INUMET,ALDIESAN S R L,144000.0,,2025-12-10,R/213195020019,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,PALABEZ MACHADO LEONEL ALEJANDRO,3124000.0,,2025-10-15,R/217692160016,ACTIVE,
JEFATURA DE POLICÍA DE FLORIDA,PINTURERIAS COLORMIX SAS,1.7247541100000002e+16,,2025-11-06,R/070131010019,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,EXANTE,202070.0,,2025-02-11,R/218596800016,ACTIVE,
FACULTAD DE ARTES,ALIAR 11 S.R.L,700.0,,2025-11-06,R/216902930019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,JUAN J RADESCA S A,83028.0,,2025-06-02,R/210003020010,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,TISSOT S.R.L.,540000.0,,2025-04-04,R/120200940016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALANIS VANELLI LOURDES GRICEL,10500.0,,2025-05-22,R/213315020010,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,SEMCO SOCIEDAD ANONIMA,3000120.0,,2025-12-04,R/040149100018,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,PAN BLAS RAUL ANTONIO,82000.0,,2025-04-21,R/215409950018,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,XYLEM WATER SOLUTIONS ARGENTINA S.R.L (SUCURSAL URUGUAY),86280.0,,2025-05-09,R/214108240013,ACTIVE,
HOSPITAL MACIEL,MEDISYS SOCIEDAD ANONIMA,2011625.0,,2025-01-24,R/217078150016,ACTIVE,
COMANDO GENERAL DEL EJÉRCITO,TELEMATICA S R L,290500.0,,2025-05-27,R/213423990017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALMACEN AUDIOVISUAL SAS,45000.0,,2025-03-11,R/218941690011,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,MOREIRA PEREZ MARIA ISABEL,26527524.0,,2025-08-29,R/214723250017,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",VODATEC S.A.,28000.0,,2025-05-12,X/ARG30-71050952-9,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,LEZCANO MARTINEZ GASTON,356400.0,,2025-07-02,R/150157810014,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,NIRVACK S.A.,1160714.0,,2025-08-13,R/218877430018,ACTIVE,
DIRECCIÓN GENERAL DE BIOSEGURIDAD E INOCUIDAD ALIMENTARIA,SHUTZIMPORT SAS,320000.0,,2025-09-16,R/218994500012,ACTIVE,
CENTRO DEPARTAMENTAL DE RIVERA,DA SILVA FERRAO OSORIO HEBER,600000.0,,2025-04-22,R/140038770011,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,BARREIRO GUILLERMO,139344262.0,,2025-05-20,R/218325260015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,TRITURADORES JACK URUGUAY S.R.L.,1079400.0,,2025-02-13,R/216753070013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ACOSTA BELL LEONARDO GABRIEL,3580000.0,,2025-09-24,R/219676830017,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,ORLANDO DIAZ SEBASTIAN,19467213.0,,2025-11-04,R/216653190017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SUAREZ LUIS SEBASTIAN,3200000.0,,2025-02-28,R/219423430010,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,ATM MANUTENCAO DE AERONAVES E TURBINAS LTDA,5900000.0,,2025-10-01,X/BRA08057011000110,ACTIVE,
INTENDENCIA DE CANELONES,TERLINA S A,1851616.0,,2025-01-15,R/213399970015,ACTIVE,
HOSPITAL ESPECIALIZADO DE OJOS,EMEDICAL S.A.,2.1499092e+16,,2025-06-09,R/212074270016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,DURAZNO MULTISERVICIOS LIMITADA,7427250.0,,2025-12-11,R/050178710012,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,ABREU MINONDO GABRIELA ESTHER,3629508.0,,2025-10-27,R/150284860010,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,NATALY BUSLÓN VALDEZ,7500000.0,,2025-05-27,X/ESPY2655225G,ACTIVE,
INTENDENCIA DE CANELONES,CABOT BALSEIRO MARIA EUGENIA,7200000.0,,2025-11-18,R/150729660012,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS,URUFARMA S.A.,2.3100426e+16,,2024-11-14,R/211396450014,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,CABALLERO LLAGARIAS PABLO DAVID,112000.0,,2025-01-30,R/080212380018,ACTIVE,
MINISTERIO DE RELACIONES EXTERIORES,TURISA SOCIEDAD ANONIMA,2790.0,,2025-08-22,R/213977190018,ACTIVE,
INTENDENCIA DE TREINTA Y TRES,GOUX LUNA ARIEL EMILIO,927856476.0,,2025-02-21,R/080152820017,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,TALLERES MOVIL S R L,9860.0,,2025-09-03,R/213224530016,ACTIVE,
INTENDENCIA DE TREINTA Y TRES,EVOLUT SAS,2400000.0,,2025-09-02,R/200216950018,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,"JEPPESEN SANDERSON,INC",1701720.0,,2025-03-28,X/USA840372974,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,"BUZZI PASTORINI MARIA BEATRIZ, LIMA BLANCO CESAR DANIEL Y OTROS",405000.0,,2025-11-18,R/219005360017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PAPARAMBORDA FALERO MATIAS,50000.0,,2025-11-26,R/216528920013,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,BURANO SRL,6065574.0,,2025-08-20,R/217367110013,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD DE LAS FUERZAS ARMADAS,CENTRO AUXILIAR DE PASO DE LOS TOROS,85496150.0,,2025-02-12,R/190158030011,ACTIVE,
DIRECCIÓN NACIONAL AVIACIÓN CIVIL E INFRAESTRUCTURA AERONÁUT,DEMASI MOREIRA MARCOS GONZALO Y DOTTI FERNANDEZ BRUNO SEBASTIAN,1800000.0,,2025-09-02,R/130174290010,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,NORTE LTDA.,28322040.0,,2025-06-04,R/120131310012,ACTIVE,
CENTRO AUXILIAR DE PANDO,ICU VITA S A,1880719976.0,,2025-06-09,R/210169240010,ACTIVE,
PODER JUDICIAL,ANGES S.A.,7418760.0,,2025-11-06,R/217267550011,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,DIEGAL SOCIEDAD ANONIMA,16650.0,,2025-09-19,R/217321850014,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,MATECO SRL,10960000.0,,2025-03-11,R/080145460019,ACTIVE,
INTENDENCIA DE COLONIA,ARANDA QUESADA ADRIANA SABRINA,2272000.0,,2025-01-27,R/040346990016,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RIVERA,DE MELLO FERNANDEZ CARLOS ALBERTO,355781776.0,,2025-11-25,R/140129610017,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,CIR S.A.,95000.0,,2025-10-28,R/210000730017,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,ANALITICA S R L,82320.0,,2025-03-18,R/211197420018,ACTIVE,
OFICINA DE PLANEAMIENTO Y PRESUPUESTO,FUNDACION ZONAMERICA,9780.0,,2025-02-07,R/215518360017,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,REMISES LA ESPAÑOLA S.A.S,108160.0,,2025-03-13,R/212377140011,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,PUNTA BEACH S.R.L.,6111292668.0,,2025-01-24,R/100506030012,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,FISCHER CASTELLS AGUSTIN IGNACIO,681820.0,,2025-12-24,R/218350880013,ACTIVE,
PRESIDENCIA DE LA REPÚBLICA Y UNIDADES DEPENDIENTES,COOPEARTIVA DE TRABAJO UNISIETE,1011200.0,,2025-02-24,R/218907940019,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,DIAZ FONTES HUGO OSCAR,707786885.0,,2025-01-13,R/200013970014,ACTIVE,
JEFATURA DE POLICÍA DE SALTO,PARCABAT SRL,803279.0,,2025-06-04,R/160163580014,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,MURRY S A,70000.0,,2025-04-08,R/214843360014,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,SOLDERPLAST LTDA,2233200.0,,2025-07-04,R/210986030015,ACTIVE,
ADMINSTRACIÓN NACIONAL DE CORREOS,CANELONES SOCIEDAD RESPONSABILIDAD LTDA.,14590163.0,,2025-02-21,R/020042260013,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,STANHAM PIÑEYRO PAULINA MARIA,600000.0,,2025-05-23,R/100143510017,ACTIVE,
INTENDENCIA DE CANELONES,ELECTRO MATERIALES S A,1.6790172999999998e+16,,2025-06-13,R/215112100016,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,ESTACION LAGOMAR LTDA,4098361.0,,2025-01-01,R/110019650012,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,MARTIN EGEA JUAN JOSE,2424000.0,,2025-03-27,R/020202700016,ACTIVE,
DIRECCIÓN NACIONAL DE ADUANAS,VIZCAINO ALVAREZ RUBEN ALEJANDRO,4000.0,,2025-08-28,R/100363650012,ACTIVE,
DIRECCIÓN DE EDUCACIÓN,VIANNA PAIS HECTOR MARCELO,15817405.0,,2025-08-21,R/214563450013,ACTIVE,
DIRECCIÓN NACIONAL DE CAMBIO CLIMÁTICO,BETTASUL SA,15280.0,,2025-08-07,R/214598810016,ACTIVE,
HOSPITAL MACIEL,CABRERA LEONARDI JORGE WALTER,1700000.0,,2025-01-21,R/214727370017,ACTIVE,
COMANDO GENERAL DE LA ARMADA,LAFON IRIGOIN MIGUEL ANGEL,1.003381e+16,,2025-06-24,R/050228340019,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RIVERA,GRANDES TIENDAS MONTEVIDEO S A,106631148.0,,2025-02-13,R/210165660015,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,AQUASOL S A,1660800.0,,2025-05-02,R/213990610017,ACTIVE,
JEFATURA DE POLICÍA DE FLORIDA,OLIVERA SOBRERA LEONARDO JOSE,722131.0,,2025-05-05,R/215411990013,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,DAMINO BERTONI MARCELA,428360642.0,,2025-05-20,R/130095510018,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,,,,,,UNSUCCESSFUL,
DIRECCIÓN GENERAL DE CASINOS,ORGANIZACIÓN SUDAMERICANA DE FOMENTO DEL SANGRE PURA DE CARRERA,15000.0,,2025-10-21,R/219253890016,ACTIVE,
CENTRO AUXILIAR DE RÍO BRANCO,COOPERATIVA DE LECHERIA DE MELO AGRARIA DE R.LTDA.,5205735000000001.0,,2025-02-20,R/030002660018,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,CHIC PARISIEN S A,3177724.0,,2025-10-29,R/210327080019,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,INDUSTRIAS COSMETICAS ALEMANAS S R L,1250000.0,,2025-08-13,R/040116510012,ACTIVE,
INTENDENCIA DE CANELONES,"COOPERATIVA DE RECEPTORIA, SERENOS Y PORTERIA",87821034.0,,2025-08-08,R/216189050011,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,"MONTES DE OCA FERNANDEZ RUBEN DARIO, MONTES DE OCA PRIETO CAMILO Y OTROS",3690984.0,,2025-12-16,R/150382500019,ACTIVE,
CONSEJO DE EDUCACIÓN SECUNDARIA,COOPERATIVA LOS CERROS DE PAN DE AZUCAR,353000.0,,2025-11-03,R/100530870017,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",TECHNO DIVE S.A,120000.0,,2025-07-02,R/211923780015,ACTIVE,
INTENDENCIA DE PAYSANDÚ,INDRE S A,3474000.0,,2024-03-22,R/212441620015,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,RIBAS PAOLETTI JUAN PEDRO,9810000.0,,2025-05-20,R/215424640016,ACTIVE,
CONSEJO DE EDUCACIÓN SECUNDARIA,AMAVI LTDA,21443941.0,,2025-09-08,R/211186790013,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,BAROMETRICA SANITARIA LAS DOS P SRL,1000000.0,,2025-03-28,R/215024740013,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,ALIMBER S A,168240.0,,2025-04-23,R/212638210018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GONZALEZ ALEMAN PABLO,2124150.0,,2023-08-15,R/150605520014,ACTIVE,
DIRECCIÓN DE DESARROLLO SOCIAL,MARCOS NAHOUM S A,774560.0,,2025-05-28,R/210116200014,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,SELENA MARIA SANCHEZ LA PENNA,,,2024-12-07,C/47374171,ACTIVE,
JEFATURA DE POLICÍA DE LAVALLEJA,FUENTES CESAR DALBERTO Y TOLEDO BENITEZ DAVID OMAR,3618852.0,,2025-08-27,R/090155180016,ACTIVE,
DIRECCIÓN NACIONAL DE ARQUITECTURA,CERRAJERIA BANCARIA ERBUCH S.R.L.,22950.0,,2025-10-27,R/210015170012,ACTIVE,
COMANDO GENERAL DE LA ARMADA,MERCOLUZ S A,147312.0,,2025-06-24,R/211454500015,ACTIVE,
DIRECCIÓN DE EDUCACIÓN,MACCIO FASCENDINI ESTEBAN ADOLFO,19139346.0,,2025-09-17,R/130080780014,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,CUADRADO AONSO FERNANDO JAVIER,319000.0,,2025-08-19,R/213994280011,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,PEREZ DE CARLO EDGARDO CONO,549500.0,,2025-12-10,R/213588880013,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,FIMAS S.A.,9410.0,,2025-09-03,R/213621400011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ERLOS S A,52243700.0,,2025-02-05,R/211414090010,ACTIVE,
DIRECCIÓN NACIONAL DE POLICÍA CAMINERA,FERNELS S A,44860.0,,2025-02-19,R/214892710015,ACTIVE,
FISCALIA GENERAL DE LA NACIÓN,MANANTIAL SAS,21481967.0,,2025-08-12,R/140293050010,ACTIVE,
FISCALIA GENERAL DE LA NACIÓN,,,2025-05-14,,LICITACIÓN ABREVIADA 4/2025,,
JEFATURA DE POLICÍA DE MONTEVIDEO,MILAND SOCIEDAD ANONIMA,13858796.0,,2025-12-24,R/210742160017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,TECNOM S.A.,530000.0,,2025-03-20,R/217388860011,ACTIVE,
FACULTAD DE AGRONOMÍA,RAB UY SAS,39500.0,,2025-03-18,R/160370790014,ACTIVE,
DIRECCIÓN NACIONAL DE HIDROGRAFÍA,LEONORTEX S A,1762000.0,,2025-05-29,R/214533280012,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,SUPLEMIR S A,130327.0,,2025-01-02,R/212890810016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,,,,,,UNSUCCESSFUL,
HOSPITAL DE SAN CARLOS,GONZALIAS LAGOA JOAQUIN,147900.0,,2025-09-18,R/219235460013,ACTIVE,
HOSPITAL ESPECIALIZADO DE OJOS,LIFENIR SOCIEDAD ANONIMA,1034680.0,,2025-07-15,R/215389740013,ACTIVE,
OFICINA NACIONAL DEL SERVICIO CIVIL,PALDIR S A,179800.0,,2025-08-28,R/213043330015,ACTIVE,
COMANDO GENERAL DE LA ARMADA,SARAVIA JORGE HNOS.S.R.L.,52070.0,,2025-10-27,R/200054870014,ACTIVE,
FACULTAD DE AGRONOMÍA,BENITEZ LEHMANN ADRIANA BEATRIZ,9000000.0,,2025-04-09,R/217060560018,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,ELIDAN CLEAN SRL,22500000.0,,2024-08-23,R/170342760014,ACTIVE,
JEFATURA DE POLICÍA DE CERRO LARGO,ROBERT ACEREDO SOC. COLECTIVA,293776.0,,2025-04-22,R/030116030013,ACTIVE,
CENTRO AUXILIAR DE BELLA UNIÓN,MESTRE NORIA PATRICIA,435718182.0,,2025-10-24,R/215840380012,ACTIVE,
CENTRO AUXILIAR DE RÍO BRANCO,POPELKA ANDION FERNANDO,735254531.0,,2025-12-03,R/215832490017,ACTIVE,
JEFATURA DE POLICÍA DE PAYSANDÚ,MACCHI ROTUNDO GABRIEL Y MACCHI ROTUNDO GERVASIO,45304918.0,,2025-04-10,R/120124270019,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,GOMEZ GUIRIN RICHARD DANIEL Y JORAJURIA RECALDE MARIA EUGENIA,1288000.0,,2025-10-22,R/040551350015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PALSER S A,9470.0,,2025-07-17,R/213300530018,ACTIVE,
AUDITORÍA INTERNA DE LA NACIÓN,ESCANDELL ABELENDA SRL.,44262.0,,2024-11-06,R/210038590018,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE PAYSANDÚ,KEY MEDICAL SOCIEDAD ANONIMA,160000.0,,2025-12-09,R/214804920012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GALLINO REPETTO JOSE MARIA,2650000.0,,2025-01-30,R/218688510014,ACTIVE,
PROCURADURÍA ESTADO EN CONTENCIOSO-ADMINISTRATIVO,,,2025-03-27,,COMPRA DIRECTA 500041/2025,,
HOSPITAL DEL CERRO,DANSTON S.A.,187120.0,,2025-01-29,R/213821900018,ACTIVE,
CENTRO AUXILIAR DE PANDO,NYLON URUGUAY SAS,92720.0,,2025-04-25,R/219199380019,ACTIVE,
INTENDENCIA DE COLONIA,VIVERO PAOLA GARDEN SRL,2710000.0,,2025-10-21,R/040356720011,ACTIVE,
FACULTAD DE VETERINARIA,NIPRO MEDICAL CORPORATION - SUCURSAL URUGUAY,150390.0,,2025-09-05,R/216155020012,ACTIVE,
DESPACHO DE LA SECRETARÍA ESTADO Y OFICINAS DEPENDIENTES,RECIND SA,4675100.0,,2025-12-18,R/213920840013,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,KULTURA COOPERATIVA DE TRABAJO,2025000.0,,2025-11-24,R/217750640011,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,FERTILAB S A,677000.0,,2025-11-26,R/212753030019,ACTIVE,
INTENDENCIA DE FLORIDA,SOCIEDAD URUGUAYA DE ESMALTADO S A SUE,1791144.0,,2025-01-29,R/210153700017,ACTIVE,
ADMINSTRACIÓN NACIONAL DE CORREOS,BIKAIN S A,360000.0,,2025-01-01,R/214862020010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GARCIA DIEL JUAN CARLOS,3580000.0,,2025-08-28,R/219557320015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALVES CARDOZO ELDA IRENE,1992000.0,,2025-06-11,R/220238540011,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SAN JOSÉ,UMIRAL S A,150400.0,,2025-09-04,R/213299380011,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,ORTIZ RONDAN AGUSTIN ISAAC,1992000.0,,2025-10-08,R/219452960014,ACTIVE,
DIRECCIÓN GRAL .DESARR.RURAL,ARAUJO ARAUJO FAVIO ALEJANDRO,2956557.0,,2025-05-14,R/030124420011,ACTIVE,
